('P0', 'id');('P1_a ', 'Idade');('P1_b ', 'Genero');('P1_e ', 'experiencia_profissional_prejudicada');EXPERIÊNCIA PREJUDICADA SIM OU NAO;('P2_d ', 'Gestor?');('P2_f ', 'Cargo Atual');AGRUPAMENTO CARGOS;('P2_h ', 'Faixa salarial');MÉDIA FAIXA SALARIAL;('P2_g ', 'Nivel');NÍVEL COM NÚMEROS ORDINAIS;('P2_k ', 'Você está satisfeito na sua empresa atual?');('P2_n ', 'Você pretende mudar de emprego nos próximos 6 meses?');PRETENDE SAIR SIM OU NAO - TARGET;('P2_r ', 'Atualmente qual a sua forma de trabalho?');('P2_s ', 'Qual a forma de trabalho ideal para você?');ESTOU NO TRABALHO IDEAL?
xhpe54lelg7p9zaxhpe5offbrq7avaws;28;Masculino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia;1;0;Analista de BI/BI Analyst;Análise de Dados;de R$ 1.001/mês a R$ 2.000/mês;1500;Júnior;0;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo híbrido com dias fixos de trabalho presencial;Modelo 100% remoto;0
xhzv4k55hvgwaw5rmuxhzv4kmz8w0407;36;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;1;;Não informado;de R$ 20.001/mês a R$ 25.000/mês;22500;;0;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo 100% remoto;1
xi0tfh19jt0e2m1c94axi0tfspjui5ct;26;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Analytics Engineer;Engenharia de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xi414vom14yy936uxi414damq2f84h33;35;Masculino;;0;0;Outra Opção;Outro;de R$ 8.001/mês a R$ 12.000/mês;10000;Júnior;0;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xi44zy68rg69pjc3czhn3xi44dj6c0ay;20;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Outra Opção;Outro;de R$ 1.001/mês a R$ 2.000/mês;1500;Júnior;0;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xi7iv22u8cg9n41juhrzaabxi7iv22jb;34;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD;1;0;Cientista de Dados/Data Scientist;Análise de Dados;de R$ 12.001/mês a R$ 16.000/mês;14000;Pleno;1;0;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo 100% remoto;1
xin29a44vhb45ve3ndxin29a8ecw6hhp;49;Masculino;;0;1;;Não informado;de R$ 16.001/mês a R$ 20.000/mês;18000;;2;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo híbrido com dias fixos de trabalho presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xit1lyrwgw141j8ixit4tfmkhr1i4rlk;33;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 3.001/mês a R$ 4.000/mês;3500;Júnior;0;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xj4sfahhg48hb8xj4spb1kwnwdf12u3y;25;Masculino;;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 3.001/mês a R$ 4.000/mês;3500;Pleno;1;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xjcy2rcyibydttcvbxxjcy2cuade4y0p;43;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Outra Opção;Outro;de R$ 4.001/mês a R$ 6.000/mês;5000;Pleno;1;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xjdh1kk4kkvlnozlyxjdo6r3tht2s974;29;Masculino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD;1;0;Analista de BI/BI Analyst;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% presencial;Modelo híbrido com dias fixos de trabalho presencial;0
xjmnzhm7b9xhoancnaxjmnzhmrwgyu1g;23;Masculino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia;1;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo 100% remoto;1
xjnvdvkjtb1dp3q94fgpxjnvdvkwafwp;46;Masculino;;0;1;;Não informado;de R$ 30.001/mês a R$ 40.000/mês;35000;;0;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo 100% presencial;Modelo 100% presencial;1
xjpfs1mg6gxjwg8yu7gvs7h5ozpixwg8;30;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;;;Não informado;;0;;0;;;1;;;1
xjpz3k2uxl0axttartjid1xjpz3d9hhd;25;Masculino;;0;0;Cientista de Dados/Data Scientist;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Júnior;0;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo 100% remoto;Modelo 100% presencial;0
xjx7qeldll5opzme7cykxjx7qel4mqsn;28;Masculino;;0;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 25.001/mês a R$ 30.000/mês;27500;Sênior;2;0;Estou em busca de oportunidades, mas apenas fora do Brasil;1;Modelo 100% remoto;Modelo 100% remoto;1
xkatx9umbsyuzlehm5exkatka3eufslb;29;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 8.001/mês a R$ 12.000/mês;10000;Sênior;2;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xkgxelxptjcpx57vxkgx20k6prgjlc7j;31;Masculino;;0;0;Cientista de Dados/Data Scientist;Análise de Dados;de R$ 12.001/mês a R$ 16.000/mês;14000;Sênior;2;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xkpth64kiht3w5rdexkpoannjznayx2s;27;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;1;;Não informado;de R$ 4.001/mês a R$ 6.000/mês;5000;;2;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xkpxcn3xkn9o7rbag520hxkpxcn3xi32;40;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 2.001/mês a R$ 3.000/mês;2500;Júnior;0;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo híbrido com dias fixos de trabalho presencial;Modelo híbrido com dias fixos de trabalho presencial;1
xl2z85ecmz0oxl2hfyz37u1wtxzperzq;29;Feminino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Produto;de R$ 12.001/mês a R$ 16.000/mês;14000;Sênior;2;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo 100% remoto;0
xl72hi2dht08u1113qt9xl72h0gxbs40;30;Masculino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia;1;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Pleno;1;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo 100% remoto;1
xl7bjpimixy2pc2wxl7bjf6u1oqm4mk1;29;Masculino;;0;0;Cientista de Dados/Data Scientist;Análise de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo 100% remoto;1
xlag1s40crvacdw7w9bxlag1sam8uyiu;28;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;1;;Não informado;de R$ 8.001/mês a R$ 12.000/mês;10000;;1;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% presencial;Modelo 100% presencial;1
xlahvo82ndzrswfm6txla9xx64o7nejf;36;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;1;;Não informado;de R$ 16.001/mês a R$ 20.000/mês;18000;;0;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo híbrido com dias fixos de trabalho presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xleraxq339opibgjaaaxlerh9h4zudra;29;Masculino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia;1;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 3.001/mês a R$ 4.000/mês;3500;Júnior;0;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo 100% remoto;1
xli0gq2u98w1xdxliu6e6dayav1dg72i;29;Feminino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 8.001/mês a R$ 12.000/mês;10000;Sênior;2;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xlkspytlyhv7vxlks36ydqeck5msozwl;27;Masculino;;0;0;Analista de BI/BI Analyst;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Júnior;0;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo híbrido com dias fixos de trabalho presencial;Modelo 100% remoto;0
xlwggq3w67pjwkwxlwsizlq62jz7ecav;50;Masculino;;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 12.001/mês a R$ 16.000/mês;14000;Sênior;2;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xm9s4j2pvfql7uxx4rxm9s4j2f8opjzm;29;Masculino;;0;0;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Produto;de R$ 4.001/mês a R$ 6.000/mês;5000;Júnior;0;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xmd48cdjjl72gwjxmd4v6fi1r3w8nue1;33;Masculino;;0;1;;Não informado;de R$ 20.001/mês a R$ 25.000/mês;22500;;1;0;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo 100% remoto;1
xmfu34jbqbivjlumt4hrxp5xmfu34jje;25;Masculino;;0;;;Não informado;;0;;2;;;0;;;1
xmjnrt9uaow8db8xmjnvrwnib582k6o7;19;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 2.001/mês a R$ 3.000/mês;2500;Júnior;0;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xmlxhqvpenl8w8ihekzxmlxqngxx9abi;39;Masculino;;0;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 20.001/mês a R$ 25.000/mês;22500;Sênior;2;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo 100% remoto;1
xmoi2vmenkk3pmleuikr2wgxmoi2v85y;37;Masculino;;0;1;;Não informado;de R$ 12.001/mês a R$ 16.000/mês;14000;;2;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xmrqk71py24jq8pkxmrqeuai9cfgihhj;25;Masculino;;0;0;Cientista de Dados/Data Scientist;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Júnior;0;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo híbrido com dias fixos de trabalho presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xn3f1f4q3pqesvo29b4kh9xn3f1f1je8;28;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Analista de Negócios/Business Analyst;Negócios;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xnkqllbq9107jw7igqxnkqlh6rhbe8iv;39;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% remoto;Modelo 100% remoto;1
xnqgwo65i0werqsvxu69ukljvxnqgwow;28;Masculino;;0;0;Analista de BI/BI Analyst;Análise de Dados;de R$ 2.001/mês a R$ 3.000/mês;2500;Júnior;0;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xntz9mdt2ifb8ghacvvixntz9mk9ofq0;41;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Produto;de R$ 8.001/mês a R$ 12.000/mês;10000;Sênior;2;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);1
xnvz2yk8569hl84y6hb3c1qxnvz2yka5;37;Masculino;Não acredito que minha experiência profissional seja afetada devido a esses fatores;0;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo 100% presencial;Modelo híbrido com dias fixos de trabalho presencial;0
xnwrx1ajipykvjai3xnwrjomf9bwh8wp;25;Masculino;;0;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 6.001/mês a R$ 8.000/mês;7000;Pleno;1;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% presencial;Modelo 100% remoto;0
xodt1uyb9qxhf9pihcxodt1df1pamafm;27;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Não acredito que minha experiência profissional seja afetada devido a esses fatores;1;0;Analista de BI/BI Analyst;Análise de Dados;de R$ 8.001/mês a R$ 12.000/mês;10000;Pleno;1;1;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo 100% remoto;Modelo 100% remoto;1
xozpzmmkruwuhb22e85bxozpzmmzqd1v;34;Masculino;;0;0;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Engenharia de Dados;de R$ 8.001/mês a R$ 12.000/mês;10000;Sênior;2;0;Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses;0;Modelo 100% remoto;Modelo 100% remoto;1
xp0cd9tv2a0bqytbdkfxp0cyq4e8dby5;27;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Outra Opção;Outro;de R$ 2.001/mês a R$ 3.000/mês;2500;Júnior;0;0;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% presencial;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
xpqh50o0teg8ukihxpq1nsuc745nm5vf;27;Feminino;Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero;1;0;Analista de Dados/Data Analyst;Análise de Dados;de R$ 4.001/mês a R$ 6.000/mês;5000;Pleno;1;1;Não estou buscando, mas me considero aberto a outras oportunidades;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Modelo híbrido com dias fixos de trabalho presencial;0
xptf5w3dlrq5jvqmq3xptsno16nfxllb;51;Masculino;;0;1;;Não informado;Menos de R$ 1.000/mês;500;;0;1;Estou em busca de oportunidades dentro ou fora do Brasil;1;Modelo 100% remoto;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);0
