"('P0', 'id')","('P1_b ', 'Genero')","('P2_f ', 'Cargo Atual')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')"
k6xzekyhjwttk6xzadn8nwfp8543yfdw,Feminino,Analista de Negócios/Business Analyst,de 4 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
k7m0bn9tq90m50nz39nk7m0bnskacr95,Feminino,,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
k83ivd1pqlxpzk83ip9pl2z3vcqm6kp9,Masculino,,,Estudante de Graduação,Outras Engenharias
k8g70i5n3xx1zm11qmsdfz4uoiixe411,Masculino,,de 7 a 10 anos,Pós-graduação,Outras Engenharias
k92dr4dr1mayfjxvk92dr4ifts9di763,Masculino,Cientista de Dados/Data Scientist,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
k9wdvxt372j8kgmmk9wdvxirc522npsy,Masculino,Analista de Dados/Data Analyst,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
k9y77l2pnn4j69umk9gqjzhnhvt1gzwp,Masculino,,de 3 a 4 anos,Pós-graduação,Outras Engenharias
kag35150dfkdkea0kkag3wqhxgesexfi,Masculino,Analytics Engineer,Menos de 1 ano,Pós-graduação,Outra opção
kal46r7cdepofb0a41lkal46up6i8dnw,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kb79282l0jk6lu9fkb792knxxd7dhwo3,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kbn3pevdors8zhbh98jkbn3pevdrfvtg,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kbpmp5jjo00q0ikbpm2mgq4uvyobgi2v,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
kbqradfiprazyst5b5nz4pwkbqraczai,Masculino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kbsxtgrfwbxeege43jukbsxtg6qnz5vx,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Graduação/Bacharelado,Outras Engenharias
kbuo7dzf3klnf5zmpkbuo7ivu42zxalw,Masculino,,Mais de 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kbyeut0dfkb4anibqdkbyeut096s39gp,Feminino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
kd664z12nvqgw53ntdkd664zy32kl606,Masculino,Outra Opção,de 1 a 2 anos,Mestrado,Outras Engenharias
kdh4crykz35frymw06ckdh4cfizdmc0j,Feminino,,,Graduação/Bacharelado,Outra opção
kecrpd7wtwzgrrgxqskecrpl0xgvkv27,Feminino,Analista de BI/BI Analyst,de 4 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kej1msijkbah6uf6kej1mehniv0sglu6,Feminino,,de 7 a 10 anos,Doutorado ou Phd,Outras Engenharias
kep9x1igyfczutd6h6wkkep9ascgu47a,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kev65ym2qkxrmulfsbdhodgkev65y2ct,Masculino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kexg8zhlns7e0gk0rf7kexg8zhevnyro,Masculino,Analista de BI/BI Analyst,de 4 a 6 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
kf0oelvdyap9ihxj8kf0oelv1g22566n,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias
kf7661nr1eezsiq752ekf7661nr12rjy,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
kfb3pasteoptb6bj4b6nkfb3pas9f5nz,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias
kfclkibb226wpi69tefbkfclkibh222f,Masculino,Analista de BI/BI Analyst,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kflv94mi2rfcrkkflv94u6jx9l1wnre2,Masculino,,,Pós-graduação,Outra opção
kfy6owba25yl0mkfy6obpt64kl9uvrqh,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
kgawsdvuagx114jd1kgawsd560p9vysn,Masculino,Analista de Negócios/Business Analyst,Menos de 1 ano,Estudante de Graduação,Outras Engenharias
kgqdlzh68opt5fbth7kgqdvkjt1rh56d,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kh07tz79mcy3a8vtgkh07tz5wbfghspy,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kho76xlwd5no25rir7jd3op5if5kho76,Masculino,,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kilhstnz0bhyff7dm9dx8gkilhsum4ps,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Doutorado ou Phd,Química / Física
kiyage0yiyfhcthe63kiyage00fs2igi,Masculino,Outra Opção,Não tenho experiência na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kj21tt4wjsmir2kj21mq0lni8zq6xq2y,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kjiex04gca6fws29ncr9w1kjiexrbddf,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kkaqrwiv2pbvydctkkaqrw30p86010ml,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não tenho experiência na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kkds3tgwacfy35m1kkdsqqrkw8vv4ax6,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Mestrado,Outras Engenharias
kkmgiyi6zcmeb1dkkmm0p36745j6hixm,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
kksarmtvbdn5sh3aizkksarmai3bdks3,Feminino,,,Não tenho graduação formal,
kkyyyn3px9py1uccmimkkyyyn7rvokel,Masculino,Economista,de 1 a 2 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kl1505kzhgnuo5x0ggkl15hu7d0t7ao6,Feminino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
klguvnmn7qtvqfn41klef6uyit1w7qyr,Masculino,,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
klk906antz3jai7ful7klk90yc8x74w5,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
kllnnyt8r0e967eyd4kllnn1i2nyhxds,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kltggbre2ht7klhzq65p2f0ayowsonp3,Masculino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 5 a 6 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
km1jc4gwxuc5p2gvrzwkm1j3tm98f7vb,Masculino,Outra Opção,Não tenho experiência na área de dados,Não tenho graduação formal,
km85nfcv2oowkp48ho2jpvkm85nfp6m7,Feminino,Analista de Inteligência de Mercado/Market Intelligence,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kmswc4ce8yk8cytif8akmswc7kd4sdm2,Feminino,,,Graduação/Bacharelado,Outras Engenharias
kn7nmdm9sph15jhjkn7nmd2bke673a2b,Masculino,,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
knq6a8fccc2aoy920o5og9knq6af2eov,Masculino,Outra Opção,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
kns1m89eqd25dfbbaknpu0u8ukbuwo83,Masculino,,de 7 a 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ko0j9fky83tmi8uk57ko0j3uv2qqbz2p,Masculino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 4 a 6 anos,Graduação/Bacharelado,Outras Engenharias
ko5w02g3vhli8v9ko5w9acnu7kl7iq6q,Masculino,Outra Opção,Não tenho experiência na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
kocon9emf24xd5l50mxkoconzfwubboo,Masculino,Analista de Dados/Data Analyst,de 4 a 6 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
kod2famt5edkqiowekod2famb5z32snn,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Mestrado,Outras Engenharias
koduhgbuzocmftt8koduhgbn754223b0,Feminino,Outra Opção,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kofn70cg7pbrttd3svokof8j47ps9tkq,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kok4fv0bnsdegnjit989kok4fzyyyby1,Masculino,Analista de Inteligência de Mercado/Market Intelligence,de 4 a 6 anos,Não tenho graduação formal,
kotct0wz8f1ycfvkotczmd4rmbns627o,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kovsvt9mfbf2021k5vkovig80vlqdi4d,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
koxa58o3lypm4l1g0p0d84koxa58ofiy,Feminino,Outra Opção,de 1 a 2 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kpdeh33p542sajraaxkpdeh33p5ijc7o,Feminino,Outra Opção,Menos de 1 ano,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
kpphieveht1ea76glnkpphi73i727jx4,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kpwrgnrg0mrxbc37fsbqikpwrgnrgb71,Feminino,,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kq6ojct3ag33ra5qqjtgdbf4kq6ojctz,Masculino,Analista de Negócios/Business Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kqjncygpvdulwlkqjnczl0rf4vf7fgie,Feminino,Outra Opção,Não tenho experiência na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kqmezqnz91rhiff3a07akqmezwibawku,Masculino,Analytics Engineer,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kqtl5e8bxieu0dkqtlnqk8zjbb5k5vti,Masculino,Analista de Dados/Data Analyst,de 5 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kr9yfkdf6w96ontskr9y7v9gnakjqboe,Masculino,DBA/Administrador de Banco de Dados,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kri60dixslpb51kriz500nmlxbp0dgz5,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
krnuiogw8mwyez2krnuixmf41ilzyhas,Masculino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
krvitk3y7nwlkrv6ud5zfrdrowp5s1vf,Masculino,Analista de BI/BI Analyst,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kt068tjivvy6yb5204mlkt068dryz9rs,Feminino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kt4l766j8ow8zrt81ykt4pzjfpasfgoa,Feminino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ktnpzgn3c4hsaagktnpzzyy63atyyvqg,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
ktotxklcjip6y0kt2q674u85aer4kw2q,Masculino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
ktsb5gx33u1j99ktxktsb52zf2mi4ec4,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Doutorado ou Phd,Química / Física
kug1d15roo7v1zrjskug1d15ckxd415p,Masculino,,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias
kvby0jl3g3l9kvby2jv7palxht4p8ms8,Masculino,Analista de Dados/Data Analyst,de 4 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kvfxpqdps1df1n6lfkvfxp5gcjbhmvar,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kvlumj9og8tei324iskvlumticsr8qsl,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
kvpik227sycgzh8ukgfui3kvpikecha0,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kvq67b8k12eca98ss5kvq67c4u6dfu4s,Feminino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
kvuvuaspih0vatakvuvci04u5tjaivqs,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Mestrado,Outras Engenharias
kw7he5m7m0aw5wznkw7hef5nk5b8cqb8,Masculino,Analista de BI/BI Analyst,de 7 a 10 anos,Mestrado,Outras Engenharias
kwbtmw1nlu370nyn9kwbtmwojat2vw4w,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kwcwkshxu1e8n549n3kwcwkshtkvfh1n,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
kwiwa0ulkfvwv1zq5c6o3akwiwa0uicq,Feminino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Doutorado ou Phd,Química / Física
kwklrcldl0bqryo9kwklr1mb2d6y0qi1,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
kwn236uays6hbznzokwn23p07wmutl6a,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kwsciagvgsru0h5kt9daokwsciaoe3mt,Masculino,Analytics Engineer,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
kximprcia1et41tkximpo9nsvyl5c6d7,Masculino,Analista de Suporte/Analista Técnico,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kxq8z7bl1q8kwvr3w4bukxq8zmqdlpaw,Masculino,Cientista de Dados/Data Scientist,Menos de 1 ano,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
kxsi5t77522zr68iavtfnxikxsi5t1zf,Feminino,Analista de BI/BI Analyst,de 3 a 4 anos,Pós-graduação,Ciências Sociais
ky03bipgdwipnsjmhvky03bi2hhmeyci,Masculino,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ky6nm5nrjstky6nmpmk0n51rf5h7lc7p,Masculino,Outra Opção,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ky7rnsq9nkfpu74rr0kky7rqrpemkwyw,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ky91v1y02g5egky91p8go73devmphfna,Masculino,,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kybg3ef0rahrqkyb4caw1fmb8r8q3nk4,Feminino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kyn273wx81kbbyssvhokyn273wxjrv7k,Masculino,,de 3 a 4 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
kypm613wufifbwmdvtrtkypm6l7wlb01,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
kyvemj7ig49wdxuvtkboekyvemj7ax5w,Masculino,,de 3 a 4 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
kzmtpxms4ljbigekcau5tharj4wdrsbr,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
l034z2lcgwusypllixl034z2lhpdjjnq,Feminino,,de 1 a 2 anos,Pós-graduação,Outras Engenharias
l0a77nawvc8gtl7pl0a7vlt6kd129raj,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l0qwxsl3h3j5vubl0qwxsqmrq4v2mwus,Feminino,Analista de Dados/Data Analyst,Menos de 1 ano,Mestrado,Outras Engenharias
l0t8r665nmkl0kxqdlcvxnu9m0kxqmtt,Masculino,,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
l0tjykm0pfvx3x1w9l0tjyemnwfgupvl,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Mestrado,Química / Física
l0urk0cd7yyaq6fdlxl0urk03uw7huwz,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l11vh2599now65tl11vh27ac9c3trpip,Masculino,Analista de Negócios/Business Analyst,de 4 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
l18753wr22n11a7oajl1875k22cto31u,Masculino,,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
l1big4tvujweq55l1bmd7dlib5l5usmd,Feminino,,Mais de 10 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
l1caq3yk2a54e0cu8cml1caq3brxilwt,Masculino,,Mais de 10 anos,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
l1e5hnyiu5yshrywdehebl1e5hnygmiu,Masculino,,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l1hoaoe5vfg92ukwal1hoaotyqz8vdqa,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
l2uo9ru4qdchmr1ex2uk8ul2uo9ru4hp,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l38mr51v83udrzkfamntl38mr517ph0j,Feminino,,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
l38o1wtr32guyd1zr92ul38o1ccavr9s,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
l3d69i3ci51piw9l3d69ilkt8t9wy1wn,Masculino,,de 3 a 4 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
l3nzs7yq3a6q6287cml3nzsqjibe0p1q,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l3v9dubde09gbgfefl3v9dtzrogbf8pj,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l3zzlif6fgp27bztssp4fl3zzlif649r,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
l41tz5ek01erkujl41tn00mtctqt929f,Masculino,Analytics Engineer,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
l477z3sr2nxoh3gl477s5hbbealhxl10,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Química / Física
l49442fjwctq7l8yl49q9cg9pp4s4aiq,Masculino,Analista de Negócios/Business Analyst,de 4 a 6 anos,Pós-graduação,Outras Engenharias
l4i8pj1m37fghaamhpml4i8p65i1vm8c,Masculino,Analytics Engineer,de 1 a 2 anos,Pós-graduação,Outras Engenharias
l4x1ivkszl4q9ymbhl4xhtd27ogenkec,Masculino,,de 7 a 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
l61c6ti68zrl61amwpciywtpdo9qjawy,Feminino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
l6ec28jytk7xs8ol6ec28jup2dc8og2y,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
